"Estado","TipoDelito","SubtipoDelito","Modalidad","BienJuridicoAfectado","Enero","Febrero","Marzo","Abril","Mayo","Junio","Julio","Agosto","Septiembre","Octubre","Noviembre","Diciembre"
"Chiapas","Lesiones","Lesiones culposas","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Lesiones","Lesiones culposas","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Lesiones","Lesiones culposas","En accidente de tránsito","La vida y la Integridad corporal",43,41,39,21,16,21,21,27,29,38,30,38
"Chiapas","Lesiones","Lesiones culposas","Con otro elemento","La vida y la Integridad corporal",13,20,29,16,9,7,11,14,11,15,14,19
"Chiapas","Lesiones","Lesiones culposas","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Feminicidio","Feminicidio","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Feminicidio","Feminicidio","Con arma blanca","La vida y la Integridad corporal",2,0,1,0,2,1,0,1,1,0,2,2
"Chiapas","Feminicidio","Feminicidio","Con otro elemento","La vida y la Integridad corporal",2,0,2,2,1,1,1,0,1,1,2,3
"Chiapas","Feminicidio","Feminicidio","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Aborto","Aborto","Aborto","La vida y la Integridad corporal",1,0,3,0,1,1,0,0,0,2,0,2
"Chiapas","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","La vida y la Integridad corporal",7,9,13,8,10,13,14,23,14,11,10,7
"Chiapas","Secuestro","Secuestro","Secuestro extorsivo","Libertad personal",0,0,2,2,1,0,0,2,4,0,2,0
"Chiapas","Secuestro","Secuestro","Secuestro con calidad de rehén","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Secuestro","Secuestro","Secuestro para causar daño","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Secuestro","Secuestro","Secuestro exprés","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Secuestro","Secuestro","Otro tipo de secuestros","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Tráfico de menores","Tráfico de menores","Tráfico de menores","Libertad personal",0,0,0,0,0,1,0,0,0,0,0,0
"Chiapas","Rapto","Rapto","Rapto","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Libertad personal",26,19,12,9,7,1,14,9,18,15,34,16
"Chiapas","Abuso sexual","Abuso sexual","Abuso sexual","La libertad y la seguridad sexual",17,19,19,10,11,3,10,15,12,8,12,12
"Chiapas","Acoso sexual","Acoso sexual","Acoso sexual","La libertad y la seguridad sexual",8,11,19,5,4,3,9,7,3,4,6,6
"Chiapas","Hostigamiento sexual","Hostigamiento sexual","Hostigamiento sexual","La libertad y la seguridad sexual",2,4,2,2,1,1,1,0,0,0,0,1
"Chiapas","Violación simple","Violación simple","Violación simple","La libertad y la seguridad sexual",41,53,48,37,33,33,42,37,45,28,28,35
"Chiapas","Violación equiparada","Violación equiparada","Violación equiparada","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Incesto","Incesto","Incesto","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","La libertad y la seguridad sexual",57,65,80,33,43,36,56,52,66,78,58,57
"Chiapas","Robo","Robo a casa habitación","Con violencia","El patrimonio",29,9,13,13,4,11,14,11,1,5,3,4
"Chiapas","Robo","Robo a casa habitación","Sin violencia","El patrimonio",12,11,10,1,2,3,5,8,9,16,12,19
"Chiapas","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Con violencia","El patrimonio",35,37,40,25,22,31,25,28,20,20,17,18
"Chiapas","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Sin violencia","El patrimonio",65,54,38,49,52,29,39,31,48,49,58,42
"Chiapas","Robo","Robo de vehículo automotor","Robo de motocicleta Con violencia","El patrimonio",49,40,34,26,29,39,27,32,21,23,14,17
"Chiapas","Robo","Robo de vehículo automotor","Robo de motocicleta Sin violencia","El patrimonio",67,54,58,50,49,42,51,53,69,54,49,41
"Chiapas","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Robo","Robo de autopartes","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Robo","Robo de autopartes","Sin violencia","El patrimonio",0,0,0,0,0,0,1,0,0,0,0,0
"Chiapas","Robo","Robo a transportista","Con violencia","El patrimonio",1,0,0,1,0,1,2,1,0,0,0,1
"Chiapas","Robo","Robo a transportista","Sin violencia","El patrimonio",1,0,0,0,0,1,0,0,0,0,0,0
"Chiapas","Robo","Robo a transeúnte en vía pública","Con violencia","El patrimonio",24,20,11,8,14,10,10,14,14,12,8,9
"Chiapas","Robo","Robo a transeúnte en vía pública","Sin violencia","El patrimonio",9,4,6,3,5,2,3,3,9,7,8,6
"Chiapas","Robo","Robo a transeúnte en espacio abierto al público","Con violencia","El patrimonio",9,7,8,6,3,3,12,4,1,4,1,1
"Chiapas","Robo","Robo a transeúnte en espacio abierto al público","Sin violencia","El patrimonio",1,1,0,2,2,2,1,1,3,0,2,1
"Chiapas","Robo","Robo en transporte público individual","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,1,0,0,0
"Chiapas","Robo","Robo en transporte público individual","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Robo","Robo en transporte público colectivo","Con violencia","El patrimonio",1,1,0,0,0,0,1,0,0,0,0,0
"Chiapas","Robo","Robo en transporte público colectivo","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Robo","Robo en transporte individual","Con violencia","El patrimonio",0,1,0,0,0,1,0,0,1,2,2,1
"Chiapas","Robo","Robo en transporte individual","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Robo","Robo a institución bancaria","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,1,0
"Chiapas","Robo","Robo a institución bancaria","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Robo","Robo a negocio","Con violencia","El patrimonio",20,26,30,13,12,8,18,15,10,10,7,6
"Chiapas","Robo","Robo a negocio","Sin violencia","El patrimonio",14,11,15,4,4,1,5,7,12,15,13,13
"Chiapas","Robo","Robo de ganado","Con violencia","El patrimonio",0,2,4,0,0,0,0,3,0,0,0,1
"Chiapas","Robo","Robo de ganado","Sin violencia","El patrimonio",4,6,5,3,3,4,5,10,8,6,7,2
"Chiapas","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Con violencia","El patrimonio",0,1,0,0,0,1,0,1,0,0,0,1
"Chiapas","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Sin violencia","El patrimonio",0,0,0,0,0,1,2,0,0,0,0,0
"Chiapas","Robo","Robo de maquinaria","Robo de tractores Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Robo","Robo de maquinaria","Robo de tractores Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Chiapas","Robo","Otros robos","Con violencia","El patrimonio",39,34,37,25,19,29,28,22,17,23,16,22
"Chiapas","Robo","Otros robos","Sin violencia","El patrimonio",32,27,35,18,19,20,37,26,45,31,30,29
"Chiapas","Fraude","Fraude","Fraude","El patrimonio",47,39,35,8,14,4,11,15,11,16,21,17
"Chiapas","Abuso de confianza","Abuso de confianza","Abuso de confianza","El patrimonio",12,10,18,5,5,8,4,4,4,8,7,3
"Chiapas","Extorsión","Extorsión","Extorsión","El patrimonio",3,10,12,6,3,3,10,2,7,7,5,4
"Chiapas","Daño a la propiedad","Daño a la propiedad","Daño a la propiedad","El patrimonio",71,93,94,53,48,45,47,69,62,69,83,101
"Chiapas","Despojo","Despojo","Despojo","El patrimonio",22,19,27,6,2,7,9,9,6,13,9,10
"Chiapas","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","El patrimonio",42,47,53,33,35,26,33,32,44,44,49,30
"Chiapas","Violencia familiar","Violencia familiar","Violencia familiar","La familia",395,433,591,387,327,235,377,387,376,333,349,284
"Chiapas","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","La familia",0,0,1,0,0,0,0,0,0,0,0,0
"Chiapas","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","La familia",26,23,37,3,2,2,2,14,15,15,16,12
"Chiapas","Otros delitos contra la familia","Otros delitos contra la familia","Otros delitos contra la familia","La familia",1,1,0,0,0,0,0,0,2,0,0,1
"Chiapas","Corrupción de menores","Corrupción de menores","Corrupción de menores","La sociedad",9,4,4,4,1,2,2,6,6,6,6,4
"Chiapas","Trata de personas","Trata de personas","Trata de personas","La sociedad",1,0,1,1,0,0,1,0,1,0,0,0
"Chiapas","Otros delitos contra la sociedad","Otros delitos contra la sociedad","Otros delitos contra la sociedad","La sociedad",16,10,15,2,5,4,5,9,2,2,3,4
"Chiapas","Narcomenudeo","Narcomenudeo","Narcomenudeo","Otros bienes jurídicos afectados (del fuero común)",109,84,91,51,59,59,144,111,111,113,90,81
"Chiapas","Amenazas","Amenazas","Amenazas","Otros bienes jurídicos afectados (del fuero común)",46,49,67,30,21,25,33,25,25,43,44,44
"Chiapas","Allanamiento de morada","Allanamiento de morada","Allanamiento de morada","Otros bienes jurídicos afectados (del fuero común)",7,18,8,3,3,1,6,8,7,6,7,7
"Chiapas","Evasión de presos","Evasión de presos","Evasión de presos","Otros bienes jurídicos afectados (del fuero común)",0,0,0,0,0,0,0,1,0,0,0,0
"Chiapas","Falsedad","Falsedad","Falsedad","Otros bienes jurídicos afectados (del fuero común)",4,5,3,2,0,0,0,1,1,1,1,1
"Chiapas","Falsificación","Falsificación","Falsificación","Otros bienes jurídicos afectados (del fuero común)",14,8,10,2,2,0,2,3,9,4,2,5
"Chiapas","Contra el medio ambiente","Contra el medio ambiente","Contra el medio ambiente","Otros bienes jurídicos afectados (del fuero común)",2,6,5,4,6,0,2,3,14,2,1,5
"Chiapas","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Otros bienes jurídicos afectados (del fuero común)",24,25,28,18,23,22,15,18,24,20,27,6
"Chiapas","Electorales","Electorales","Electorales","Otros bienes jurídicos afectados (del fuero común)",1,0,0,0,0,0,0,0,0,0,2,1
"Chiapas","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros bienes jurídicos afectados (del fuero común)",90,123,123,83,74,66,106,116,106,106,99,92
"Chihuahua","Homicidio","Homicidio doloso","Con arma de fuego","La vida y la Integridad corporal",123,126,160,159,129,159,138,149,107,138,81,92
"Chihuahua","Homicidio","Homicidio doloso","Con arma blanca","La vida y la Integridad corporal",5,13,21,17,21,21,25,24,18,12,16,14
"Chihuahua","Homicidio","Homicidio doloso","Con otro elemento","La vida y la Integridad corporal",34,33,43,45,44,47,51,71,36,36,44,43
"Chihuahua","Homicidio","Homicidio doloso","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Homicidio","Homicidio culposo","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,1,0,0,0,0,0,0
"Chihuahua","Homicidio","Homicidio culposo","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Homicidio","Homicidio culposo","En accidente de tránsito","La vida y la Integridad corporal",18,25,27,20,22,17,12,22,22,26,21,9
"Chihuahua","Homicidio","Homicidio culposo","Con otro elemento","La vida y la Integridad corporal",0,5,4,2,4,2,0,3,1,4,4,0
"Chihuahua","Homicidio","Homicidio culposo","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Lesiones","Lesiones dolosas","Con arma de fuego","La vida y la Integridad corporal",21,41,58,54,49,48,35,39,40,43,33,37
"Chihuahua","Lesiones","Lesiones dolosas","Con arma blanca","La vida y la Integridad corporal",29,19,53,27,31,42,34,35,36,34,29,34
"Chihuahua","Lesiones","Lesiones dolosas","Con otro elemento","La vida y la Integridad corporal",258,283,267,218,218,318,306,324,305,257,163,228
"Chihuahua","Lesiones","Lesiones dolosas","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Lesiones","Lesiones culposas","Con arma de fuego","La vida y la Integridad corporal",1,0,1,0,0,0,0,1,0,1,0,0
"Chihuahua","Lesiones","Lesiones culposas","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Lesiones","Lesiones culposas","En accidente de tránsito","La vida y la Integridad corporal",68,115,103,59,78,74,42,69,109,94,74,89
"Chihuahua","Lesiones","Lesiones culposas","Con otro elemento","La vida y la Integridad corporal",18,11,15,11,10,18,22,7,14,10,10,6
"Chihuahua","Lesiones","Lesiones culposas","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Feminicidio","Feminicidio","Con arma de fuego","La vida y la Integridad corporal",0,1,0,1,0,2,0,0,1,0,0,0
"Chihuahua","Feminicidio","Feminicidio","Con arma blanca","La vida y la Integridad corporal",0,1,0,1,0,2,2,0,3,0,0,0
"Chihuahua","Feminicidio","Feminicidio","Con otro elemento","La vida y la Integridad corporal",1,0,1,1,2,4,1,3,1,1,1,0
"Chihuahua","Feminicidio","Feminicidio","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Aborto","Aborto","Aborto","La vida y la Integridad corporal",0,2,2,0,1,1,1,0,0,0,2,0
"Chihuahua","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","La vida y la Integridad corporal",24,35,40,28,46,30,59,40,46,36,45,44
"Chihuahua","Secuestro","Secuestro","Secuestro extorsivo","Libertad personal",0,0,2,1,1,2,0,2,2,1,2,1
"Chihuahua","Secuestro","Secuestro","Secuestro con calidad de rehén","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Secuestro","Secuestro","Secuestro para causar daño","Libertad personal",0,0,0,1,0,0,0,1,0,0,0,0
"Chihuahua","Secuestro","Secuestro","Secuestro exprés","Libertad personal",0,1,1,0,0,1,0,0,1,0,0,0
"Chihuahua","Secuestro","Secuestro","Otro tipo de secuestros","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Tráfico de menores","Tráfico de menores","Tráfico de menores","Libertad personal",1,1,0,0,0,0,0,0,0,0,1,0
"Chihuahua","Rapto","Rapto","Rapto","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Libertad personal",54,74,54,53,61,70,58,59,60,61,35,60
"Chihuahua","Abuso sexual","Abuso sexual","Abuso sexual","La libertad y la seguridad sexual",96,105,153,79,103,122,132,146,114,117,60,66
"Chihuahua","Acoso sexual","Acoso sexual","Acoso sexual","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Hostigamiento sexual","Hostigamiento sexual","Hostigamiento sexual","La libertad y la seguridad sexual",7,14,28,8,18,16,17,13,11,9,12,8
"Chihuahua","Violación simple","Violación simple","Violación simple","La libertad y la seguridad sexual",66,66,72,52,50,89,93,91,82,74,56,42
"Chihuahua","Violación equiparada","Violación equiparada","Violación equiparada","La libertad y la seguridad sexual",19,16,15,11,21,20,29,17,26,22,17,35
"Chihuahua","Incesto","Incesto","Incesto","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","La libertad y la seguridad sexual",21,22,34,28,28,41,26,30,36,28,16,27
"Chihuahua","Robo","Robo a casa habitación","Con violencia","El patrimonio",11,5,8,5,5,5,12,7,13,6,9,14
"Chihuahua","Robo","Robo a casa habitación","Sin violencia","El patrimonio",230,209,161,184,148,152,168,179,178,164,131,154
"Chihuahua","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Con violencia","El patrimonio",44,44,60,48,38,51,44,47,43,51,34,52
"Chihuahua","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Sin violencia","El patrimonio",322,292,303,232,214,250,231,224,225,237,186,224
"Chihuahua","Robo","Robo de vehículo automotor","Robo de motocicleta Con violencia","El patrimonio",1,3,3,0,3,1,0,1,3,1,0,2
"Chihuahua","Robo","Robo de vehículo automotor","Robo de motocicleta Sin violencia","El patrimonio",22,24,36,25,17,25,26,29,20,33,25,34
"Chihuahua","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Sin violencia","El patrimonio",1,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Robo","Robo de autopartes","Con violencia","El patrimonio",3,5,3,4,0,6,4,7,4,0,3,1
"Chihuahua","Robo","Robo de autopartes","Sin violencia","El patrimonio",74,54,58,56,55,55,55,36,41,17,34,38
"Chihuahua","Robo","Robo a transportista","Con violencia","El patrimonio",1,0,0,2,0,9,1,0,2,0,0,0
"Chihuahua","Robo","Robo a transportista","Sin violencia","El patrimonio",1,2,4,2,1,0,2,3,3,0,1,0
"Chihuahua","Robo","Robo a transeúnte en vía pública","Con violencia","El patrimonio",13,16,17,11,5,10,15,19,17,11,14,11
"Chihuahua","Robo","Robo a transeúnte en vía pública","Sin violencia","El patrimonio",15,21,28,13,9,11,11,14,12,13,20,30
"Chihuahua","Robo","Robo a transeúnte en espacio abierto al público","Con violencia","El patrimonio",3,3,2,1,2,0,2,4,3,0,3,4
"Chihuahua","Robo","Robo a transeúnte en espacio abierto al público","Sin violencia","El patrimonio",8,8,7,2,6,5,11,5,5,2,8,13
"Chihuahua","Robo","Robo en transporte público individual","Con violencia","El patrimonio",2,0,0,0,0,1,1,0,1,0,0,1
"Chihuahua","Robo","Robo en transporte público individual","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,1
"Chihuahua","Robo","Robo en transporte público colectivo","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,1,0,1,0
"Chihuahua","Robo","Robo en transporte público colectivo","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,1,1,0
"Chihuahua","Robo","Robo en transporte individual","Con violencia","El patrimonio",1,2,0,1,1,0,0,0,0,1,0,0
"Chihuahua","Robo","Robo en transporte individual","Sin violencia","El patrimonio",3,1,1,0,3,2,1,0,1,0,0,0
"Chihuahua","Robo","Robo a institución bancaria","Con violencia","El patrimonio",1,0,0,0,0,0,0,1,0,0,0,0
"Chihuahua","Robo","Robo a institución bancaria","Sin violencia","El patrimonio",0,0,1,0,0,0,1,0,0,0,1,0
"Chihuahua","Robo","Robo a negocio","Con violencia","El patrimonio",26,31,20,18,25,11,17,22,13,15,12,15
"Chihuahua","Robo","Robo a negocio","Sin violencia","El patrimonio",179,167,143,94,102,119,144,128,144,134,124,114
"Chihuahua","Robo","Robo de ganado","Con violencia","El patrimonio",1,0,0,0,1,1,0,2,0,0,1,0
"Chihuahua","Robo","Robo de ganado","Sin violencia","El patrimonio",21,12,13,19,21,20,21,16,16,20,13,13
"Chihuahua","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Con violencia","El patrimonio",0,0,0,0,0,1,0,1,1,0,0,2
"Chihuahua","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Sin violencia","El patrimonio",6,13,5,4,4,9,10,12,5,8,4,7
"Chihuahua","Robo","Robo de maquinaria","Robo de tractores Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,1,0,0
"Chihuahua","Robo","Robo de maquinaria","Robo de tractores Sin violencia","El patrimonio",1,2,1,0,2,1,0,0,0,1,1,0
"Chihuahua","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia","El patrimonio",0,0,0,0,0,1,0,0,0,0,1,1
"Chihuahua","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia","El patrimonio",2,4,1,1,3,0,8,1,3,4,2,2
"Chihuahua","Robo","Otros robos","Con violencia","El patrimonio",31,33,35,26,21,26,19,23,34,32,18,32
"Chihuahua","Robo","Otros robos","Sin violencia","El patrimonio",319,324,328,213,257,247,270,296,287,247,263,236
"Chihuahua","Fraude","Fraude","Fraude","El patrimonio",226,235,204,178,139,236,254,265,280,259,257,250
"Chihuahua","Abuso de confianza","Abuso de confianza","Abuso de confianza","El patrimonio",66,76,66,37,56,83,73,87,73,73,54,64
"Chihuahua","Extorsión","Extorsión","Extorsión","El patrimonio",0,2,1,1,3,2,1,2,1,1,1,1
"Chihuahua","Daño a la propiedad","Daño a la propiedad","Daño a la propiedad","El patrimonio",730,692,678,452,564,696,674,695,620,589,502,620
"Chihuahua","Despojo","Despojo","Despojo","El patrimonio",72,62,76,52,51,69,84,91,87,89,44,61
"Chihuahua","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","El patrimonio",71,56,58,47,56,36,38,55,47,39,54,55
"Chihuahua","Violencia familiar","Violencia familiar","Violencia familiar","La familia",723,830,894,864,913,1255,1254,1163,1028,877,724,768
"Chihuahua","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","La familia",1,6,3,0,3,6,3,5,2,2,1,0
"Chihuahua","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","La familia",175,160,121,39,68,131,179,174,157,144,106,105
"Chihuahua","Otros delitos contra la familia","Otros delitos contra la familia","Otros delitos contra la familia","La familia",1,2,1,2,3,1,1,3,1,0,1,2
"Chihuahua","Corrupción de menores","Corrupción de menores","Corrupción de menores","La sociedad",10,5,7,13,3,7,8,6,8,9,7,7
"Chihuahua","Trata de personas","Trata de personas","Trata de personas","La sociedad",0,4,2,1,2,5,3,2,2,0,3,2
"Chihuahua","Otros delitos contra la sociedad","Otros delitos contra la sociedad","Otros delitos contra la sociedad","La sociedad",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Narcomenudeo","Narcomenudeo","Narcomenudeo","Otros bienes jurídicos afectados (del fuero común)",550,417,496,688,682,702,807,771,635,720,709,818
"Chihuahua","Amenazas","Amenazas","Amenazas","Otros bienes jurídicos afectados (del fuero común)",307,263,271,177,209,253,262,285,306,256,178,209
"Chihuahua","Allanamiento de morada","Allanamiento de morada","Allanamiento de morada","Otros bienes jurídicos afectados (del fuero común)",54,57,65,77,67,85,73,81,83,101,58,96
"Chihuahua","Evasión de presos","Evasión de presos","Evasión de presos","Otros bienes jurídicos afectados (del fuero común)",0,0,6,0,0,0,2,0,0,0,1,0
"Chihuahua","Falsedad","Falsedad","Falsedad","Otros bienes jurídicos afectados (del fuero común)",17,23,14,5,8,10,15,16,14,18,14,19
"Chihuahua","Falsificación","Falsificación","Falsificación","Otros bienes jurídicos afectados (del fuero común)",44,40,36,19,33,114,79,68,105,115,108,115
"Chihuahua","Contra el medio ambiente","Contra el medio ambiente","Contra el medio ambiente","Otros bienes jurídicos afectados (del fuero común)",8,7,2,0,12,5,15,12,4,6,6,10
"Chihuahua","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Otros bienes jurídicos afectados (del fuero común)",98,323,93,73,92,101,125,197,151,125,141,185
"Chihuahua","Electorales","Electorales","Electorales","Otros bienes jurídicos afectados (del fuero común)",0,0,0,0,0,0,0,0,0,0,0,0
"Chihuahua","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros bienes jurídicos afectados (del fuero común)",228,173,186,137,156,176,123,112,120,116,114,125
"Ciudad de México","Homicidio","Homicidio doloso","Con arma de fuego","La vida y la Integridad corporal",72,71,78,73,68,67,62,55,60,65,56,61
"Ciudad de México","Homicidio","Homicidio doloso","Con arma blanca","La vida y la Integridad corporal",15,13,11,18,16,13,12,8,9,18,14,13
"Ciudad de México","Homicidio","Homicidio doloso","Con otro elemento","La vida y la Integridad corporal",19,11,31,20,13,16,16,10,4,12,14,16
"Ciudad de México","Homicidio","Homicidio doloso","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Homicidio","Homicidio culposo","Con arma de fuego","La vida y la Integridad corporal",0,0,1,0,0,1,0,2,1,2,1,1
"Ciudad de México","Homicidio","Homicidio culposo","Con arma blanca","La vida y la Integridad corporal",0,0,1,0,0,0,0,0,0,0,0,1
"Ciudad de México","Homicidio","Homicidio culposo","En accidente de tránsito","La vida y la Integridad corporal",52,49,47,47,49,47,46,54,46,57,44,60
"Ciudad de México","Homicidio","Homicidio culposo","Con otro elemento","La vida y la Integridad corporal",1,1,2,4,3,1,1,0,5,0,2,4
"Ciudad de México","Homicidio","Homicidio culposo","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Lesiones","Lesiones dolosas","Con arma de fuego","La vida y la Integridad corporal",76,59,96,84,76,69,80,69,69,68,60,65
"Ciudad de México","Lesiones","Lesiones dolosas","Con arma blanca","La vida y la Integridad corporal",62,83,105,67,44,58,54,63,63,71,71,72
"Ciudad de México","Lesiones","Lesiones dolosas","Con otro elemento","La vida y la Integridad corporal",253,317,304,159,135,166,214,215,234,266,199,220
"Ciudad de México","Lesiones","Lesiones dolosas","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Lesiones","Lesiones culposas","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Lesiones","Lesiones culposas","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Lesiones","Lesiones culposas","En accidente de tránsito","La vida y la Integridad corporal",252,317,287,171,134,159,212,223,222,271,259,231
"Ciudad de México","Lesiones","Lesiones culposas","Con otro elemento","La vida y la Integridad corporal",76,92,84,52,42,43,56,69,60,81,75,73
