"Estado","TipoDelito","SubtipoDelito","Modalidad","BienJuridicoAfectado","Enero","Febrero","Marzo","Abril","Mayo","Junio","Julio","Agosto","Septiembre","Octubre","Noviembre","Diciembre"
"Ciudad de México","Lesiones","Lesiones culposas","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Feminicidio","Feminicidio","Con arma de fuego","La vida y la Integridad corporal",1,1,1,0,3,1,3,1,1,0,0,1
"Ciudad de México","Feminicidio","Feminicidio","Con arma blanca","La vida y la Integridad corporal",0,3,2,1,0,0,1,2,1,4,3,0
"Ciudad de México","Feminicidio","Feminicidio","Con otro elemento","La vida y la Integridad corporal",1,0,2,0,1,0,0,1,1,0,0,0
"Ciudad de México","Feminicidio","Feminicidio","No especificado","La vida y la Integridad corporal",2,4,2,6,2,6,3,2,5,3,1,4
"Ciudad de México","Aborto","Aborto","Aborto","La vida y la Integridad corporal",11,12,9,8,4,3,5,5,10,4,4,4
"Ciudad de México","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","La vida y la Integridad corporal",11,20,16,11,18,25,23,17,17,20,24,16
"Ciudad de México","Secuestro","Secuestro","Secuestro extorsivo","Libertad personal",4,4,1,4,3,1,5,1,0,4,3,0
"Ciudad de México","Secuestro","Secuestro","Secuestro con calidad de rehén","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Secuestro","Secuestro","Secuestro para causar daño","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Secuestro","Secuestro","Secuestro exprés","Libertad personal",4,6,2,2,3,4,3,5,2,4,0,3
"Ciudad de México","Secuestro","Secuestro","Otro tipo de secuestros","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Tráfico de menores","Tráfico de menores","Tráfico de menores","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,1
"Ciudad de México","Rapto","Rapto","Rapto","Libertad personal",0,1,2,2,2,0,1,2,2,0,0,0
"Ciudad de México","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Libertad personal",161,185,178,115,108,133,145,141,152,180,157,163
"Ciudad de México","Abuso sexual","Abuso sexual","Abuso sexual","La libertad y la seguridad sexual",268,419,427,168,129,192,234,239,266,277,260,242
"Ciudad de México","Acoso sexual","Acoso sexual","Acoso sexual","La libertad y la seguridad sexual",97,167,184,46,46,46,68,65,84,103,97,62
"Ciudad de México","Hostigamiento sexual","Hostigamiento sexual","Hostigamiento sexual","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Violación simple","Violación simple","Violación simple","La libertad y la seguridad sexual",90,121,129,66,65,78,75,95,86,89,88,70
"Ciudad de México","Violación equiparada","Violación equiparada","Violación equiparada","La libertad y la seguridad sexual",31,47,37,24,24,24,38,37,52,54,45,40
"Ciudad de México","Incesto","Incesto","Incesto","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","La libertad y la seguridad sexual",6,51,77,40,52,61,61,74,79,88,91,93
"Ciudad de México","Robo","Robo a casa habitación","Con violencia","El patrimonio",67,51,52,44,37,54,47,58,55,49,56,63
"Ciudad de México","Robo","Robo a casa habitación","Sin violencia","El patrimonio",472,421,394,169,162,214,271,314,285,283,299,255
"Ciudad de México","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Con violencia","El patrimonio",268,255,284,205,198,238,224,172,168,208,206,173
"Ciudad de México","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Sin violencia","El patrimonio",528,522,543,374,363,417,475,467,446,465,447,439
"Ciudad de México","Robo","Robo de vehículo automotor","Robo de motocicleta Con violencia","El patrimonio",65,51,52,63,59,46,46,48,45,66,47,51
"Ciudad de México","Robo","Robo de vehículo automotor","Robo de motocicleta Sin violencia","El patrimonio",147,142,141,99,70,95,97,101,74,96,113,82
"Ciudad de México","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Robo","Robo de autopartes","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Robo","Robo de autopartes","Sin violencia","El patrimonio",640,685,659,433,420,557,626,661,638,663,695,698
"Ciudad de México","Robo","Robo a transportista","Con violencia","El patrimonio",17,18,13,12,10,15,27,11,18,18,21,14
"Ciudad de México","Robo","Robo a transportista","Sin violencia","El patrimonio",0,0,1,0,0,0,0,0,1,0,0,0
"Ciudad de México","Robo","Robo a transeúnte en vía pública","Con violencia","El patrimonio",945,946,964,533,529,539,708,749,712,791,766,814
"Ciudad de México","Robo","Robo a transeúnte en vía pública","Sin violencia","El patrimonio",168,127,154,78,78,97,128,161,164,167,138,163
"Ciudad de México","Robo","Robo a transeúnte en espacio abierto al público","Con violencia","El patrimonio",78,158,237,109,84,147,178,209,204,231,218,221
"Ciudad de México","Robo","Robo a transeúnte en espacio abierto al público","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Robo","Robo en transporte público individual","Con violencia","El patrimonio",28,14,19,6,7,5,5,11,10,15,18,18
"Ciudad de México","Robo","Robo en transporte público individual","Sin violencia","El patrimonio",20,16,27,2,5,6,17,17,17,13,20,10
"Ciudad de México","Robo","Robo en transporte público colectivo","Con violencia","El patrimonio",247,223,232,112,119,114,163,142,124,120,127,130
"Ciudad de México","Robo","Robo en transporte público colectivo","Sin violencia","El patrimonio",243,243,186,45,50,72,121,147,140,139,159,146
"Ciudad de México","Robo","Robo en transporte individual","Con violencia","El patrimonio",293,282,296,162,168,152,225,205,227,279,270,245
"Ciudad de México","Robo","Robo en transporte individual","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Robo","Robo a institución bancaria","Con violencia","El patrimonio",3,1,1,1,0,0,3,2,0,1,0,1
"Ciudad de México","Robo","Robo a institución bancaria","Sin violencia","El patrimonio",1,0,1,0,1,1,3,0,1,2,2,2
"Ciudad de México","Robo","Robo a negocio","Con violencia","El patrimonio",328,337,374,310,300,251,290,259,222,256,290,284
"Ciudad de México","Robo","Robo a negocio","Sin violencia","El patrimonio",1255,1342,1315,809,834,907,975,1019,1007,1044,1005,748
"Ciudad de México","Robo","Robo de ganado","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Robo","Robo de ganado","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Robo","Robo de maquinaria","Robo de tractores Con violencia","El patrimonio",5,2,2,1,2,2,2,2,4,1,2,1
"Ciudad de México","Robo","Robo de maquinaria","Robo de tractores Sin violencia","El patrimonio",1,2,0,0,0,1,1,2,3,0,0,1
"Ciudad de México","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Robo","Otros robos","Con violencia","El patrimonio",182,193,164,113,100,105,109,137,141,162,144,162
"Ciudad de México","Robo","Otros robos","Sin violencia","El patrimonio",2048,2076,2071,1032,953,1262,1493,1532,1657,1887,1766,1557
"Ciudad de México","Fraude","Fraude","Fraude","El patrimonio",1238,1145,1295,781,702,945,1182,1237,1370,1582,1452,1469
"Ciudad de México","Abuso de confianza","Abuso de confianza","Abuso de confianza","El patrimonio",321,366,331,265,237,276,349,315,340,408,335,314
"Ciudad de México","Extorsión","Extorsión","Extorsión","El patrimonio",56,80,20,17,9,31,31,20,23,9,19,29
"Ciudad de México","Daño a la propiedad","Daño a la propiedad","Daño a la propiedad","El patrimonio",808,889,914,507,430,565,626,705,795,948,805,804
"Ciudad de México","Despojo","Despojo","Despojo","El patrimonio",336,322,378,210,172,245,352,376,384,445,392,333
"Ciudad de México","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","El patrimonio",394,415,503,275,288,311,376,361,425,418,372,343
"Ciudad de México","Violencia familiar","Violencia familiar","Violencia familiar","La familia",2071,2485,2793,1786,1550,1980,2301,2564,2440,2777,2533,2489
"Ciudad de México","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","La familia",0,0,0,0,0,0,0,0,0,0,0,0
"Ciudad de México","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","La familia",38,48,33,14,14,12,19,37,47,75,62,44
"Ciudad de México","Otros delitos contra la familia","Otros delitos contra la familia","Otros delitos contra la familia","La familia",1,2,4,0,0,0,2,4,1,0,3,2
"Ciudad de México","Corrupción de menores","Corrupción de menores","Corrupción de menores","La sociedad",13,25,33,11,11,17,13,17,15,23,24,15
"Ciudad de México","Trata de personas","Trata de personas","Trata de personas","La sociedad",9,3,12,6,8,8,6,12,19,13,7,10
"Ciudad de México","Otros delitos contra la sociedad","Otros delitos contra la sociedad","Otros delitos contra la sociedad","La sociedad",175,195,227,97,101,115,152,165,146,184,176,197
"Ciudad de México","Narcomenudeo","Narcomenudeo","Narcomenudeo","Otros bienes jurídicos afectados (del fuero común)",654,565,444,316,502,419,542,577,419,380,341,245
"Ciudad de México","Amenazas","Amenazas","Amenazas","Otros bienes jurídicos afectados (del fuero común)",1163,1403,1606,809,668,899,1258,1271,1318,1545,1245,1178
"Ciudad de México","Allanamiento de morada","Allanamiento de morada","Allanamiento de morada","Otros bienes jurídicos afectados (del fuero común)",74,83,91,46,36,40,64,64,78,70,67,61
"Ciudad de México","Evasión de presos","Evasión de presos","Evasión de presos","Otros bienes jurídicos afectados (del fuero común)",3,4,3,1,0,1,0,1,0,0,1,1
"Ciudad de México","Falsedad","Falsedad","Falsedad","Otros bienes jurídicos afectados (del fuero común)",50,40,54,30,9,11,19,22,26,44,36,53
"Ciudad de México","Falsificación","Falsificación","Falsificación","Otros bienes jurídicos afectados (del fuero común)",508,498,441,179,176,210,263,294,283,327,300,240
"Ciudad de México","Contra el medio ambiente","Contra el medio ambiente","Contra el medio ambiente","Otros bienes jurídicos afectados (del fuero común)",51,58,45,29,22,52,56,95,59,57,48,56
"Ciudad de México","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Otros bienes jurídicos afectados (del fuero común)",405,609,578,325,222,305,426,435,401,542,399,387
"Ciudad de México","Electorales","Electorales","Electorales","Otros bienes jurídicos afectados (del fuero común)",1,0,3,0,0,0,0,0,2,1,6,0
"Ciudad de México","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros bienes jurídicos afectados (del fuero común)",609,616,535,216,196,277,357,394,434,589,457,455
"Durango","Homicidio","Homicidio doloso","Con arma de fuego","La vida y la Integridad corporal",0,8,9,7,6,2,11,8,6,7,2,7
"Durango","Homicidio","Homicidio doloso","Con arma blanca","La vida y la Integridad corporal",2,2,0,6,2,3,1,3,1,0,1,1
"Durango","Homicidio","Homicidio doloso","Con otro elemento","La vida y la Integridad corporal",1,4,3,3,5,2,7,8,5,5,3,2
"Durango","Homicidio","Homicidio doloso","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Homicidio","Homicidio culposo","Con arma de fuego","La vida y la Integridad corporal",0,0,1,0,0,0,0,0,0,0,1,0
"Durango","Homicidio","Homicidio culposo","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Homicidio","Homicidio culposo","En accidente de tránsito","La vida y la Integridad corporal",13,19,19,10,10,13,11,16,12,12,14,12
"Durango","Homicidio","Homicidio culposo","Con otro elemento","La vida y la Integridad corporal",1,0,0,0,0,1,0,0,0,0,0,0
"Durango","Homicidio","Homicidio culposo","No especificado","La vida y la Integridad corporal",1,0,0,0,0,0,0,1,2,1,0,1
"Durango","Lesiones","Lesiones dolosas","Con arma de fuego","La vida y la Integridad corporal",3,2,5,3,0,2,7,3,2,1,1,2
"Durango","Lesiones","Lesiones dolosas","Con arma blanca","La vida y la Integridad corporal",10,2,8,8,5,3,8,14,9,10,5,9
"Durango","Lesiones","Lesiones dolosas","Con otro elemento","La vida y la Integridad corporal",42,33,78,36,20,9,63,120,101,49,111,65
"Durango","Lesiones","Lesiones dolosas","No especificado","La vida y la Integridad corporal",91,139,76,35,103,166,100,53,69,61,49,65
"Durango","Lesiones","Lesiones culposas","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Lesiones","Lesiones culposas","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Lesiones","Lesiones culposas","En accidente de tránsito","La vida y la Integridad corporal",85,85,88,53,2,4,53,98,80,107,52,64
"Durango","Lesiones","Lesiones culposas","Con otro elemento","La vida y la Integridad corporal",2,9,0,0,0,2,22,1,0,0,1,0
"Durango","Lesiones","Lesiones culposas","No especificado","La vida y la Integridad corporal",0,6,0,10,8,18,2,8,7,17,1,1
"Durango","Feminicidio","Feminicidio","Con arma de fuego","La vida y la Integridad corporal",0,0,1,1,0,0,0,0,0,0,1,0
"Durango","Feminicidio","Feminicidio","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,1,1,0,0,0,0
"Durango","Feminicidio","Feminicidio","Con otro elemento","La vida y la Integridad corporal",2,0,1,0,1,0,1,1,0,1,0,0
"Durango","Feminicidio","Feminicidio","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Aborto","Aborto","Aborto","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","La vida y la Integridad corporal",7,8,4,0,0,0,21,10,5,6,6,2
"Durango","Secuestro","Secuestro","Secuestro extorsivo","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Secuestro","Secuestro","Secuestro con calidad de rehén","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,1
"Durango","Secuestro","Secuestro","Secuestro para causar daño","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Secuestro","Secuestro","Secuestro exprés","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Secuestro","Secuestro","Otro tipo de secuestros","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Tráfico de menores","Tráfico de menores","Tráfico de menores","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Rapto","Rapto","Rapto","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Libertad personal",55,24,55,18,22,25,21,69,24,23,10,7
"Durango","Abuso sexual","Abuso sexual","Abuso sexual","La libertad y la seguridad sexual",30,43,38,22,29,26,22,51,53,34,26,30
"Durango","Acoso sexual","Acoso sexual","Acoso sexual","La libertad y la seguridad sexual",2,15,10,2,6,5,12,8,11,9,7,3
"Durango","Hostigamiento sexual","Hostigamiento sexual","Hostigamiento sexual","La libertad y la seguridad sexual",1,1,1,2,0,2,2,0,0,1,0,0
"Durango","Violación simple","Violación simple","Violación simple","La libertad y la seguridad sexual",20,23,7,13,21,19,18,35,35,19,16,14
"Durango","Violación equiparada","Violación equiparada","Violación equiparada","La libertad y la seguridad sexual",0,2,0,0,0,0,0,0,0,0,0,0
"Durango","Incesto","Incesto","Incesto","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","La libertad y la seguridad sexual",38,16,58,15,4,11,21,15,13,24,17,17
"Durango","Robo","Robo a casa habitación","Con violencia","El patrimonio",5,5,0,1,2,2,5,5,3,4,2,3
"Durango","Robo","Robo a casa habitación","Sin violencia","El patrimonio",321,258,276,174,189,205,227,241,243,283,226,182
"Durango","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Con violencia","El patrimonio",13,10,8,8,17,11,17,23,13,12,11,5
"Durango","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Sin violencia","El patrimonio",74,66,64,52,56,48,33,54,59,64,43,26
"Durango","Robo","Robo de vehículo automotor","Robo de motocicleta Con violencia","El patrimonio",4,2,0,1,0,1,2,2,2,1,1,3
"Durango","Robo","Robo de vehículo automotor","Robo de motocicleta Sin violencia","El patrimonio",25,20,11,12,10,11,25,18,30,20,8,23
"Durango","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Durango","Robo","Robo de autopartes","Con violencia","El patrimonio",0,0,0,0,0,0,0,1,0,0,0,0
"Durango","Robo","Robo de autopartes","Sin violencia","El patrimonio",13,27,9,7,7,9,7,10,6,12,8,6
